Timestamp (ms),Humidity (%),Temperature (°C),Temperature (°F)
1804000,45.4,25.52,77.93
1806000,46.4,25.19,77.34
1808000,44.68,25.17,77.31
1810000,41.97,24.69,76.44
1812000,41.78,24.7,76.46
1814000,46.96,24.79,76.63
1816000,44.53,25.19,77.33
1818000,46.33,24.23,75.62
1820000,45.26,24.97,76.94
1822000,44.13,24.8,76.63
1824000,44.52,25.92,78.65
1826000,43.76,24.55,76.18
1828000,44.8,26.03,78.85
1830000,44.65,24.15,75.48
1832000,47.88,24.9,76.83
1834000,44.18,24.99,76.99
1836000,46.16,25.36,77.65
1838000,47.03,24.39,75.9
1840000,44.08,25.65,78.18
1842000,44.47,24.93,76.87
1844000,45.15,25.17,77.3
1846000,45.32,25.05,77.08
1848000,44.56,24.4,75.93
1850000,42.39,24.43,75.97
1852000,45.83,25.35,77.63
1854000,46.41,24.73,76.51
1856000,45.64,24.83,76.69
1858000,44.67,24.84,76.7
1860000,45.94,24.37,75.86
1862000,44.81,25.18,77.33
1864000,44.51,24.8,76.64
1866000,45.15,25.96,78.73
1868000,42.91,23.99,75.18
1870000,43.44,25.63,78.14
1872000,44.93,24.91,76.84
1874000,46.28,25.68,78.22
1876000,47.05,23.84,74.92
1878000,44.56,25.9,78.62
1880000,43.68,24.84,76.71
1882000,46.69,24.31,75.75
1884000,45.5,24.79,76.62
1886000,48.37,25.4,77.72
1888000,47.66,24.25,75.65
1890000,43.94,24.92,76.85
1892000,44.12,24.62,76.31
1894000,44.02,25.11,77.2
1896000,46.19,24.68,76.42
1898000,45.95,25.05,77.09
1900000,46.12,24.43,75.98
1902000,45.3,25.44,77.8
1904000,40.71,26.26,79.27
1906000,45.15,24.94,76.9
1908000,43.41,25.47,77.84
1910000,44.69,24.22,75.59
1912000,44.14,25.89,78.6
1914000,43.66,24.51,76.12
1916000,44.53,25.05,77.09
1918000,44.2,25.9,78.62
1920000,44.78,24.26,75.66
1922000,45.67,25.82,78.47
1924000,42.67,25.0,76.99
1926000,46.67,25.92,78.65
1928000,42.72,24.68,76.43
1930000,44.06,25.52,77.93
1932000,46.57,24.76,76.57
1934000,46.45,26.5,79.7
1936000,45.56,24.88,76.79
1938000,44.84,25.08,77.14
1940000,44.04,25.06,77.1
1942000,44.88,24.53,76.16
1944000,45.15,25.68,78.23
1946000,47.72,25.06,77.1
1948000,44.45,24.17,75.5
1950000,45.04,24.91,76.84
1952000,45.58,25.62,78.12
1954000,44.12,25.27,77.48
1956000,45.15,25.11,77.2
1958000,44.08,25.2,77.36
1960000,45.93,25.43,77.77
1962000,43.99,24.84,76.7
1964000,45.97,25.34,77.62
1966000,44.96,24.61,76.29
1968000,43.39,24.46,76.04
1970000,42.76,24.04,75.28
1972000,45.63,25.3,77.54
1974000,46.28,25.76,78.37
1976000,44.67,24.74,76.54
1978000,44.7,25.74,78.34
1980000,45.46,24.68,76.42
1982000,46.87,25.36,77.65
1984000,48.13,25.75,78.36
1986000,47.29,25.64,78.15
1988000,44.62,25.16,77.29
1990000,44.35,24.24,75.62
1992000,47.09,24.76,76.57
1994000,43.86,24.66,76.39
1996000,47.12,24.59,76.26
1998000,44.05,24.52,76.14
2000000,44.9,24.69,76.44
2002000,44.93,25.24,77.43
2004000,47.28,24.62,76.32
2006000,43.88,24.38,75.88
2008000,45.29,25.47,77.85
2010000,47.89,24.63,76.33
2012000,44.56,26.08,78.95
2014000,44.5,25.15,77.27
2016000,47.57,24.57,76.23
2018000,44.31,25.25,77.44
2020000,44.87,24.98,76.97
2022000,44.31,25.57,78.03
2024000,46.62,24.85,76.73
2026000,44.61,24.59,76.27
2028000,45.34,24.72,76.49
2030000,45.9,24.52,76.14
2032000,47.66,25.27,77.48
2034000,44.77,25.55,77.98
2036000,45.51,24.99,76.98
2038000,42.2,24.96,76.92
2040000,41.81,24.81,76.66
2042000,48.13,24.5,76.1
2044000,48.17,24.69,76.44
2046000,42.93,24.63,76.33
2048000,45.17,25.38,77.68
2050000,46.26,24.56,76.2
2052000,45.32,25.45,77.81
2054000,47.32,24.21,75.57
2056000,44.23,25.41,77.74
2058000,45.83,24.75,76.55
2060000,45.0,24.38,75.89
2062000,44.42,24.41,75.94
2064000,43.42,26.35,79.42
2066000,45.72,25.74,78.33
2068000,41.04,25.07,77.13
2070000,45.82,24.44,75.99
2072000,47.09,24.83,76.7
2074000,44.51,24.74,76.53
2076000,45.03,24.39,75.91
2078000,45.55,24.69,76.44
2080000,41.45,25.65,78.17
2082000,45.5,25.13,77.24
2084000,46.29,24.12,75.41
2086000,47.01,24.85,76.74
2088000,47.52,24.31,75.76
2090000,43.02,24.96,76.94
2092000,45.07,24.6,76.28
2094000,43.18,24.9,76.82
2096000,42.72,24.78,76.61
2098000,44.73,24.32,75.78
2100000,44.76,24.72,76.49
2102000,44.51,25.23,77.41
2104000,44.06,24.86,76.75
2106000,45.4,25.43,77.77
2108000,44.14,25.0,77.0
2110000,44.06,25.24,77.44
2112000,44.69,24.43,75.98
2114000,41.46,25.02,77.03
2116000,42.89,25.52,77.94
2118000,44.32,24.65,76.38
2120000,45.36,26.18,79.13
2122000,44.28,25.56,78.0
2124000,43.25,25.02,77.04
2126000,44.88,25.29,77.52
2128000,43.68,25.99,78.78
2130000,49.57,25.9,78.62
2132000,44.12,24.6,76.27
2134000,44.81,24.9,76.81
2136000,42.4,24.75,76.55
2138000,45.81,25.33,77.59
2140000,43.16,24.8,76.64
2142000,46.21,25.72,78.29
2144000,47.46,25.36,77.66
2146000,45.56,24.39,75.9
2148000,45.23,26.28,79.3
2150000,44.17,25.03,77.05
2152000,44.05,24.54,76.17
2154000,45.53,25.25,77.45
2156000,45.43,25.4,77.72
2158000,45.21,24.46,76.03
2160000,45.29,25.81,78.45
2162000,44.11,24.56,76.21
2164000,45.38,24.29,75.72
2166000,44.74,25.79,78.42
2168000,43.65,25.43,77.77
2170000,45.32,24.23,75.61
2172000,45.24,25.39,77.69
2174000,47.81,25.79,78.42
2176000,46.82,25.58,78.05
2178000,44.26,25.15,77.27
2180000,44.73,25.36,77.65
2182000,47.16,25.23,77.41
2184000,44.03,25.21,77.38
2186000,46.58,25.04,77.06
2188000,44.86,24.08,75.34
2190000,46.2,25.1,77.18
2192000,46.98,24.89,76.79
2194000,46.33,24.94,76.88
2196000,42.53,24.44,75.99
2198000,44.75,25.34,77.62
2200000,46.62,24.84,76.72
2202000,42.9,26.05,78.89
2204000,44.0,25.12,77.21
2206000,44.49,26.01,78.81
2208000,43.9,24.96,76.93
2210000,42.86,25.57,78.03
2212000,43.65,23.87,74.97
2214000,42.63,24.51,76.12
2216000,44.03,24.61,76.3
2218000,45.2,24.78,76.6
2220000,44.73,24.37,75.87
2222000,46.58,25.19,77.34
2224000,44.49,24.67,76.4
2226000,44.39,24.94,76.89
2228000,44.57,24.77,76.58
2230000,46.61,25.36,77.65
2232000,42.62,24.87,76.76
2234000,44.5,24.49,76.08
2236000,43.22,24.75,76.56
2238000,43.37,25.48,77.87
2240000,46.51,25.23,77.41
2242000,43.2,24.45,76.0
2244000,45.81,24.32,75.78
2246000,46.45,24.28,75.7
2248000,42.97,24.56,76.21
2250000,47.53,24.9,76.81
2252000,45.35,24.61,76.3
2254000,44.01,23.62,74.52
2256000,45.48,25.46,77.83
2258000,43.96,24.77,76.59
2260000,46.73,25.27,77.49
2262000,44.83,25.06,77.11
2264000,45.64,25.71,78.28
2266000,47.35,25.5,77.91
2268000,44.58,24.71,76.47
2270000,45.0,25.64,78.16
2272000,45.27,24.8,76.65
2274000,44.41,25.42,77.76
2276000,46.93,24.67,76.41
2278000,45.59,24.88,76.79
2280000,43.05,24.96,76.93
2282000,44.76,25.78,78.41
2284000,45.91,25.2,77.36
2286000,43.0,24.7,76.45
2288000,44.11,25.42,77.76
2290000,49.47,25.06,77.1
2292000,42.03,25.22,77.39
2294000,45.67,25.34,77.62
2296000,45.64,24.52,76.14
2298000,47.24,24.55,76.18
2300000,44.32,25.22,77.4
2302000,45.87,25.32,77.57
2304000,45.6,25.8,78.44
2306000,43.13,25.17,77.31
2308000,44.28,25.09,77.17
2310000,42.94,24.15,75.47
2312000,46.54,24.11,75.4
2314000,44.99,25.47,77.84
2316000,43.89,25.12,77.22
2318000,43.95,25.62,78.11
2320000,44.03,25.43,77.78
2322000,43.48,24.41,75.94
2324000,44.01,25.31,77.55
2326000,43.68,24.93,76.88
2328000,43.4,25.43,77.78
2330000,43.96,25.42,77.75
2332000,45.73,24.94,76.9
2334000,42.95,25.13,77.23
2336000,44.85,25.12,77.21
2338000,45.0,26.01,78.82
2340000,44.92,24.39,75.91
2342000,44.71,24.69,76.44
2344000,45.67,24.95,76.9
2346000,45.9,24.89,76.8
2348000,43.91,25.39,77.7
2350000,48.16,26.06,78.92
2352000,44.92,26.13,79.04
2354000,46.35,24.59,76.26
2356000,45.45,25.44,77.8
2358000,46.72,26.37,79.47
2360000,46.82,24.19,75.54
2362000,46.34,25.14,77.26
2364000,46.19,25.98,78.76
2366000,44.68,24.76,76.57
2368000,45.07,25.14,77.25
2370000,42.99,24.4,75.91
2372000,44.73,24.48,76.06
2374000,42.81,25.57,78.02
2376000,43.28,25.39,77.7
2378000,43.88,24.72,76.5
2380000,46.96,24.93,76.87
2382000,43.76,25.35,77.63
2384000,45.89,25.72,78.3
2386000,44.78,24.9,76.83
2388000,44.32,25.12,77.22
2390000,45.47,24.4,75.93
2392000,45.87,25.33,77.6
2394000,44.99,25.25,77.46
2396000,41.5,25.47,77.85
2398000,42.55,24.6,76.27
2400000,44.52,24.23,75.62
2402000,47.07,25.39,77.69
2404000,44.96,25.44,77.8
2406000,44.81,24.86,76.74
2408000,46.08,25.08,77.14
2410000,43.12,25.71,78.27
2412000,43.78,25.57,78.03
2414000,44.24,25.73,78.31
2416000,44.76,25.06,77.1
2418000,43.29,24.83,76.7
2420000,45.62,25.6,78.08
2422000,44.06,25.16,77.29
2424000,45.76,25.65,78.17
2426000,45.04,25.94,78.69
2428000,48.12,24.58,76.25
2430000,42.54,25.02,77.04
2432000,47.38,24.48,76.06
2434000,44.35,25.61,78.09
2436000,43.76,25.52,77.94
2438000,45.03,24.1,75.38
2440000,45.39,25.07,77.12
2442000,44.71,25.05,77.08
2444000,44.97,25.08,77.15
2446000,43.73,25.41,77.75
2448000,46.45,25.69,78.24
2450000,44.09,25.95,78.7
2452000,45.82,25.01,77.02
2454000,42.73,25.42,77.75
2456000,47.0,25.16,77.29
2458000,42.42,25.31,77.56
2460000,42.91,24.99,76.99
2462000,46.81,24.37,75.87
2464000,45.86,25.18,77.33
2466000,45.13,24.71,76.48
2468000,42.14,24.18,75.53
2470000,46.24,25.05,77.08
2472000,41.04,25.24,77.44
2474000,43.75,25.1,77.19
2476000,44.26,24.1,75.37
2478000,42.53,24.77,76.58
2480000,45.74,24.62,76.32
2482000,45.64,25.28,77.5
2484000,44.66,24.6,76.27
2486000,47.27,24.96,76.94
2488000,44.49,25.75,78.35
2490000,44.07,24.98,76.96
2492000,44.78,24.65,76.38
2494000,47.81,24.91,76.85
2496000,44.99,24.81,76.66
2498000,43.63,24.96,76.93
2500000,46.67,25.16,77.28
2502000,46.26,24.95,76.92
2504000,45.81,24.83,76.69
2506000,45.27,25.74,78.34
2508000,44.77,25.66,78.18
2510000,45.26,25.5,77.9
2512000,43.44,25.33,77.59
2514000,43.28,24.6,76.28
2516000,43.21,25.45,77.81
2518000,45.27,25.23,77.41
2520000,45.83,25.16,77.28
2522000,45.53,25.15,77.27
2524000,44.68,25.78,78.4
2526000,43.75,24.73,76.52
2528000,46.83,25.05,77.08
2530000,45.35,24.92,76.86
2532000,43.6,25.7,78.27
2534000,45.6,25.53,77.96
2536000,44.75,25.09,77.17
2538000,45.9,24.96,76.93
2540000,42.8,25.28,77.5
2542000,46.45,25.5,77.91
2544000,43.05,25.44,77.79
2546000,45.2,25.66,78.19
2548000,45.67,25.15,77.27
2550000,44.57,25.48,77.86
2552000,45.74,25.31,77.56
2554000,44.67,25.53,77.96
2556000,44.35,24.44,75.99
2558000,43.47,25.74,78.33
2560000,47.75,25.22,77.4
2562000,47.28,24.15,75.47
2564000,46.31,24.85,76.73
2566000,45.83,25.5,77.89
2568000,46.39,24.77,76.58
2570000,44.55,26.01,78.82
2572000,45.59,25.09,77.16
2574000,45.83,24.91,76.84
2576000,42.26,24.84,76.71
2578000,43.47,25.28,77.5
2580000,45.0,25.3,77.53
2582000,43.75,25.65,78.18
2584000,45.37,25.01,77.01
2586000,45.01,25.22,77.39
2588000,45.43,24.08,75.34
2590000,45.5,25.98,78.76
2592000,47.11,24.24,75.64
2594000,44.83,25.34,77.62
2596000,45.09,25.33,77.6
2598000,46.62,24.87,76.77
2600000,44.42,25.2,77.36
2602000,45.98,24.94,76.9
2604000,45.01,24.09,75.36
2606000,44.54,25.07,77.13
2608000,44.26,25.43,77.78
2610000,40.89,24.14,75.45
2612000,45.03,24.18,75.53
2614000,43.78,25.35,77.64
2616000,44.36,24.35,75.84
2618000,41.69,25.89,78.6
2620000,40.27,24.53,76.15
2622000,43.8,24.11,75.4
2624000,46.94,24.19,75.54
2626000,47.49,24.89,76.81
2628000,45.53,24.62,76.32
2630000,43.42,24.89,76.8
2632000,43.79,25.4,77.71
2634000,42.66,25.48,77.87
2636000,46.3,24.61,76.31
2638000,44.69,25.73,78.32
2640000,45.22,24.87,76.76
2642000,44.92,25.18,77.32
2644000,46.89,25.33,77.59
2646000,43.76,25.44,77.8
2648000,45.12,23.67,74.61
2650000,45.93,24.93,76.87
2652000,45.49,24.85,76.73
2654000,47.67,25.58,78.05
2656000,44.94,24.63,76.34
2658000,44.04,24.85,76.73
2660000,46.84,24.38,75.89
2662000,46.13,25.87,78.56
2664000,44.13,24.97,76.94
2666000,42.28,25.06,77.11
2668000,45.41,26.16,79.09
2670000,45.83,24.19,75.54
2672000,43.26,25.64,78.15
2674000,44.58,24.6,76.28
2676000,44.66,25.0,76.99
2678000,44.29,25.57,78.03
2680000,44.94,24.67,76.4
2682000,42.01,25.65,78.16
2684000,45.02,24.87,76.77
2686000,46.55,24.68,76.43
2688000,46.61,25.03,77.05
2690000,44.37,24.64,76.36
2692000,44.59,24.84,76.71
2694000,44.85,25.4,77.73
2696000,42.96,25.31,77.56
2698000,46.35,24.71,76.48
2700000,43.63,25.48,77.86
2702000,42.83,24.8,76.63
2704000,44.24,25.45,77.81
2706000,43.23,24.84,76.7
2708000,45.24,24.97,76.94
2710000,44.99,24.49,76.08
2712000,46.08,25.02,77.04
2714000,45.69,23.89,75.01
2716000,44.53,25.37,77.67
2718000,43.92,25.32,77.57
2720000,45.49,25.23,77.42
2722000,47.56,24.41,75.94
2724000,45.99,24.98,76.97
2726000,46.69,25.6,78.08
2728000,43.94,24.92,76.86
2730000,45.5,25.17,77.31
2732000,46.2,24.74,76.53
2734000,45.33,24.29,75.73
2736000,46.55,25.17,77.31
2738000,46.87,25.59,78.06
2740000,44.09,24.61,76.29
2742000,44.02,25.86,78.56
2744000,43.69,24.6,76.28
2746000,44.38,24.19,75.54
2748000,45.1,24.84,76.71
2750000,44.58,25.5,77.9
2752000,42.66,24.44,75.98
2754000,43.57,25.03,77.05
2756000,46.67,25.42,77.75
2758000,44.62,25.17,77.3
2760000,46.51,24.81,76.65
2762000,44.93,24.98,76.96
2764000,43.32,24.44,75.98
2766000,47.55,24.67,76.41
2768000,44.36,24.24,75.64
2770000,46.07,24.46,76.03
2772000,44.72,25.24,77.43
2774000,43.94,24.83,76.69
2776000,43.57,25.09,77.17
2778000,45.64,24.96,76.93
2780000,45.03,25.67,78.21
2782000,42.15,25.25,77.45
2784000,44.84,23.82,74.88
2786000,44.78,26.3,79.34
2788000,44.98,24.86,76.75
2790000,42.69,25.75,78.34
2792000,44.12,25.01,77.01
2794000,45.78,25.07,77.13
2796000,45.37,25.82,78.48
2798000,45.98,24.62,76.31
2800000,44.55,24.17,75.5
2802000,46.05,24.5,76.09
2804000,41.99,25.34,77.62
2806000,43.94,25.63,78.14
2808000,44.57,25.23,77.42
2810000,47.03,25.6,78.07
2812000,45.04,24.06,75.31
2814000,45.27,25.12,77.21
2816000,45.61,25.49,77.88
2818000,46.97,25.32,77.57
2820000,43.61,24.81,76.66
2822000,45.1,24.83,76.7
2824000,44.13,24.99,76.99
2826000,47.19,24.48,76.07
2828000,46.79,25.31,77.56
2830000,45.84,25.78,78.4
2832000,43.46,24.88,76.78
2834000,43.85,25.14,77.25
2836000,45.35,25.28,77.5
2838000,43.27,25.06,77.1
2840000,44.91,25.42,77.75
2842000,44.39,24.96,76.93
2844000,45.22,24.55,76.19
2846000,42.86,24.02,75.24
2848000,45.69,25.17,77.31
2850000,45.38,23.89,75.0
2852000,45.79,25.19,77.34
2854000,43.39,24.63,76.33
2856000,42.1,25.25,77.44
2858000,47.51,25.0,76.99
2860000,45.58,24.52,76.13
2862000,45.46,24.64,76.35
2864000,48.25,24.19,75.54
2866000,44.36,25.14,77.25
2868000,46.29,25.16,77.29
2870000,47.69,25.45,77.8
2872000,47.8,24.95,76.91
2874000,45.78,24.91,76.84
2876000,43.94,24.84,76.71
2878000,44.43,24.75,76.54
2880000,44.23,24.93,76.87
2882000,46.04,24.25,75.65
2884000,46.13,25.61,78.1
2886000,43.12,24.67,76.41
2888000,45.12,25.42,77.76
2890000,47.11,25.47,77.85
2892000,46.07,24.59,76.26
2894000,48.02,25.77,78.39
2896000,44.3,24.76,76.57
2898000,43.49,25.28,77.5
2900000,42.87,24.79,76.62
2902000,45.98,25.14,77.25
2904000,42.41,25.33,77.59
2906000,46.55,24.79,76.63
2908000,43.25,24.93,76.88
2910000,47.92,24.68,76.43
2912000,46.21,24.87,76.77
2914000,46.4,25.43,77.77
2916000,45.96,24.7,76.45
2918000,47.28,25.5,77.89
2920000,43.88,24.67,76.41
2922000,45.46,25.3,77.53
2924000,46.54,25.82,78.48
2926000,44.24,24.67,76.41
2928000,44.11,25.22,77.4
2930000,45.7,24.52,76.14
2932000,44.59,25.01,77.03
2934000,46.82,23.93,75.07
2936000,44.44,24.69,76.45
2938000,44.65,24.99,76.98
2940000,46.39,24.95,76.91
2942000,43.44,24.38,75.89
2944000,42.71,26.09,78.96
2946000,46.21,25.31,77.56
2948000,46.38,25.2,77.37
2950000,46.79,24.9,76.82
2952000,41.93,25.01,77.02
2954000,46.04,24.53,76.15
2956000,45.14,25.02,77.04
2958000,45.92,25.53,77.95
2960000,47.41,24.36,75.85
2962000,45.28,24.74,76.53
2964000,44.7,25.87,78.57
2966000,47.35,25.4,77.72
2968000,43.99,25.1,77.18
2970000,50.0,25.69,78.23
2972000,44.61,25.4,77.72
2974000,48.08,25.15,77.26
2976000,44.04,25.02,77.03
2978000,44.47,24.62,76.31
2980000,42.8,24.64,76.34
2982000,44.25,25.44,77.8
2984000,43.92,24.82,76.67
2986000,45.18,25.27,77.49
2988000,47.07,24.16,75.49
2990000,45.43,25.08,77.14
2992000,44.66,25.13,77.24
2994000,44.69,24.93,76.87
2996000,41.81,24.45,76.02
2998000,45.32,25.01,77.01
3000000,47.01,25.68,78.23
3002000,44.21,25.58,78.05
3004000,44.5,24.47,76.04
3006000,43.76,24.96,76.92
3008000,43.99,25.18,77.32
3010000,46.08,24.66,76.39
3012000,44.42,25.3,77.55
3014000,45.65,24.27,75.68
3016000,44.31,25.22,77.39
3018000,43.59,24.86,76.75
3020000,45.35,24.64,76.35
3022000,44.55,25.09,77.17
3024000,46.65,24.78,76.61
3026000,43.94,24.62,76.32
3028000,44.21,25.1,77.17
3030000,44.86,25.92,78.65
3032000,44.09,25.97,78.74
3034000,45.97,24.71,76.48
3036000,47.8,24.06,75.31
3038000,44.03,24.71,76.47
3040000,46.19,24.89,76.81
3042000,44.08,25.38,77.69
3044000,44.48,25.56,78.01
3046000,47.15,24.73,76.51
3048000,46.84,24.47,76.05
3050000,42.94,25.71,78.28
3052000,43.71,25.09,77.16
3054000,44.18,25.16,77.28
3056000,44.81,24.24,75.64
3058000,44.96,24.62,76.31
3060000,44.11,25.65,78.17
3062000,44.98,24.78,76.6
3064000,45.43,25.53,77.96
3066000,44.09,25.31,77.56
3068000,43.8,24.87,76.77
3070000,46.12,25.1,77.18
3072000,44.89,24.32,75.78
3074000,45.24,24.43,75.97
3076000,44.45,25.02,77.03
3078000,43.89,25.13,77.24
3080000,45.94,24.69,76.44
3082000,46.53,25.47,77.85
3084000,41.05,25.46,77.82
3086000,47.71,26.35,79.43
3088000,44.49,25.19,77.35
3090000,42.27,25.01,77.01
3092000,45.26,25.44,77.8
3094000,43.97,25.09,77.16
3096000,41.77,24.55,76.19
3098000,45.01,25.4,77.73
3100000,46.98,24.23,75.61
3102000,43.93,24.95,76.92
3104000,46.18,24.8,76.64
3106000,45.8,24.91,76.84
3108000,44.12,24.8,76.63
3110000,47.06,24.39,75.9
3112000,43.03,24.79,76.63
3114000,45.66,25.33,77.59
3116000,46.5,25.13,77.23
3118000,47.72,24.67,76.41
3120000,44.37,25.25,77.45
3122000,47.26,25.47,77.84
3124000,42.51,25.48,77.87
3126000,43.45,24.91,76.84
3128000,44.7,25.64,78.15
3130000,45.25,24.92,76.85
3132000,44.76,24.75,76.56
3134000,44.18,24.63,76.34
3136000,44.15,24.62,76.31
3138000,44.31,25.74,78.33
3140000,45.62,25.54,77.97
3142000,46.53,25.62,78.11
3144000,44.41,25.09,77.16
3146000,41.81,25.08,77.15
3148000,44.06,25.15,77.27
3150000,40.36,25.11,77.2
3152000,45.42,24.56,76.21
3154000,45.26,25.02,77.03
3156000,47.07,24.69,76.45
3158000,44.87,24.94,76.9
3160000,45.22,24.97,76.95
3162000,43.6,24.87,76.77
3164000,43.65,25.27,77.49
3166000,46.63,25.82,78.48
3168000,45.77,24.41,75.94
3170000,46.42,24.03,75.25
3172000,45.14,25.51,77.93
3174000,46.61,24.9,76.83
3176000,45.28,24.35,75.84
3178000,45.88,24.64,76.35
3180000,44.21,25.68,78.23
3182000,44.88,24.19,75.54
3184000,43.99,24.84,76.72
3186000,43.71,24.75,76.54
3188000,44.91,26.5,79.69
3190000,45.21,24.2,75.56
3192000,47.09,25.1,77.18
3194000,45.52,23.82,74.88
3196000,44.16,24.52,76.13
3198000,45.11,25.05,77.1
3200000,45.18,25.11,77.2
3202000,44.99,25.9,78.61
3204000,46.06,24.97,76.94
3206000,44.56,25.36,77.65
3208000,42.51,24.51,76.13
3210000,45.5,25.24,77.44
3212000,44.65,24.83,76.7
3214000,46.67,25.0,77.0
3216000,46.14,24.96,76.93
3218000,42.96,25.11,77.19
3220000,42.42,24.87,76.77
3222000,47.26,25.28,77.51
3224000,44.86,25.45,77.81
3226000,45.98,25.0,76.99
3228000,46.76,24.75,76.55
3230000,47.35,24.75,76.54
3232000,42.51,24.88,76.79
3234000,44.84,24.91,76.84
3236000,42.27,24.61,76.31
3238000,43.65,24.99,76.98
3240000,46.38,24.01,75.22
3242000,44.59,25.39,77.7
3244000,45.94,25.38,77.69
3246000,43.08,24.7,76.47
3248000,48.34,25.34,77.62
3250000,44.18,25.26,77.47
3252000,44.59,23.92,75.06
3254000,47.35,25.53,77.95
3256000,44.5,25.06,77.11
3258000,47.25,24.1,75.38
3260000,44.31,25.19,77.35
3262000,46.71,24.24,75.64
3264000,45.33,25.07,77.13
3266000,43.71,24.83,76.69
3268000,43.51,25.14,77.25
3270000,43.41,24.96,76.93
3272000,47.22,24.83,76.69
3274000,44.76,24.84,76.7
3276000,42.11,24.82,76.67
3278000,41.75,25.28,77.5
3280000,47.94,25.23,77.41
3282000,42.28,25.74,78.33
3284000,42.02,24.98,76.97
3286000,45.15,25.04,77.07
3288000,45.5,24.38,75.88
3290000,47.34,24.71,76.48
3292000,43.58,25.09,77.16
3294000,46.34,24.22,75.6
3296000,44.7,25.39,77.71
3298000,46.35,25.11,77.19
3300000,45.18,24.87,76.77
3302000,42.55,24.5,76.09
3304000,45.05,25.22,77.4
3306000,44.88,25.28,77.5
3308000,45.43,25.16,77.29
3310000,45.46,24.48,76.06
3312000,44.73,25.0,77.0
3314000,46.33,24.99,76.97
3316000,47.5,25.08,77.15
3318000,43.48,25.39,77.71
3320000,45.06,24.76,76.57
3322000,45.6,25.11,77.2
3324000,44.27,24.77,76.58
3326000,43.51,24.31,75.75
3328000,47.52,24.82,76.68
3330000,43.68,25.87,78.56
3332000,44.46,25.14,77.25
3334000,44.83,24.86,76.74
3336000,47.35,25.34,77.61
3338000,46.29,25.62,78.12
3340000,41.84,25.08,77.15
3342000,47.22,24.59,76.27
3344000,43.84,25.18,77.33
3346000,44.01,23.87,74.96
3348000,45.09,25.46,77.82
3350000,44.7,24.15,75.48
3352000,45.35,24.97,76.94
3354000,45.26,25.08,77.14
3356000,45.75,25.03,77.06
3358000,46.33,25.71,78.29
3360000,41.52,25.89,78.6
3362000,45.7,24.27,75.69
3364000,45.6,24.9,76.81
3366000,43.03,25.81,78.46
3368000,46.42,25.07,77.13
3370000,45.31,23.93,75.08
3372000,44.42,25.19,77.34
3374000,45.48,24.48,76.06
3376000,45.35,25.68,78.22
3378000,46.85,24.8,76.65
3380000,46.5,24.58,76.24
3382000,43.92,24.11,75.39
3384000,45.12,24.87,76.77
3386000,42.34,25.46,77.83
3388000,45.86,24.81,76.65
3390000,44.86,24.8,76.64
3392000,45.5,25.44,77.8
3394000,45.63,24.04,75.27
3396000,45.63,24.78,76.6
3398000,44.44,24.99,76.98
3400000,43.73,24.93,76.88
3402000,45.4,25.57,78.02
3404000,44.13,24.99,76.98
3406000,44.35,24.4,75.92
3408000,47.01,24.87,76.77
3410000,47.61,24.98,76.96
3412000,42.69,26.0,78.8
3414000,45.69,25.3,77.53
3416000,42.67,24.76,76.57
3418000,45.05,25.56,78.0
3420000,43.9,24.96,76.92
3422000,44.73,24.69,76.45
3424000,46.38,24.42,75.96
3426000,45.33,24.57,76.23
3428000,44.32,25.41,77.74
3430000,48.53,23.54,74.37
3432000,42.71,25.0,77.0
3434000,45.52,25.02,77.03
3436000,45.29,25.7,78.26
3438000,44.43,24.17,75.51
3440000,43.64,24.75,76.56
3442000,45.41,24.93,76.88
3444000,44.89,24.83,76.69
3446000,45.62,24.83,76.7
3448000,42.96,24.52,76.14
3450000,45.67,24.99,76.99
3452000,44.23,24.86,76.75
3454000,44.09,23.79,74.82
3456000,45.92,24.47,76.05
3458000,45.39,25.08,77.14
3460000,43.26,24.88,76.79
3462000,43.32,24.57,76.22
3464000,45.83,25.05,77.09
3466000,45.15,25.23,77.42
3468000,45.13,24.78,76.61
3470000,46.93,24.61,76.29
3472000,43.59,25.13,77.23
3474000,45.64,25.3,77.55
3476000,44.07,24.79,76.62
3478000,44.77,26.09,78.97
3480000,45.3,25.65,78.17
3482000,49.39,25.48,77.87
3484000,47.9,25.69,78.24
3486000,46.5,24.43,75.98
3488000,43.61,25.23,77.42
3490000,42.61,24.59,76.26
3492000,45.07,24.98,76.96
3494000,46.07,25.04,77.07
3496000,43.76,25.08,77.15
3498000,44.12,24.95,76.91
3500000,46.83,25.29,77.52
3502000,44.45,25.19,77.35
3504000,45.09,24.67,76.41
3506000,44.47,25.27,77.48
3508000,44.42,25.62,78.11
3510000,45.29,25.24,77.43
3512000,45.09,24.55,76.19
3514000,44.39,26.67,80.01
3516000,42.63,24.61,76.31
3518000,44.33,24.05,75.28
3520000,43.1,25.59,78.07
3522000,45.12,25.7,78.26
3524000,45.38,24.69,76.44
3526000,45.2,24.01,75.22
3528000,46.08,25.07,77.12
3530000,45.37,25.65,78.16
3532000,46.66,25.22,77.39
3534000,45.2,25.03,77.06
3536000,47.63,24.9,76.82
3538000,44.81,24.15,75.46
3540000,43.34,24.92,76.86
3542000,42.46,25.13,77.24
3544000,47.11,25.13,77.24
3546000,44.59,24.55,76.19
